============================================================
[START] 2026-03-20 14:16:05 worker=2 gpu=2
CUDA_VISIBLE_DEVICES=2
base_cfg=config/base_contrast_top1.yaml
train_cfg=config/train_stage2_unfreeze_lr1e-04_aw0p01.yaml
exp_suffix=train_stage2_unfreeze_lr1e-04_aw0p01
============================================================
[SYNC] runs/hpo_stage1c_contrast/pretrain/pohang_hpo3_contrast_L6_D512_BP5_80 -> ./runs/hpo_stage2_contrast/pretrain/pohang_hpo3_contrast_L6_D512_BP5_80
/home/ted1204/MS_Detection/src/training/trainer_finetune.py:189: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  ckpt = torch.load(encoder_ckpt_path, map_location="cpu")
[INFO] device: cuda
[INFO] visible GPUs: 0
[INFO] device: cuda
[INFO] save_dir: runs/hpo_stage2_contrast/finetune/pohang_hpo3_contrast_L6_D512_BP5_80__train_stage2_unfreeze_lr1e-04_aw0p01
[INFO] model params: 6,815,457
[DEBUG] pretrained_encoder_path = runs/hpo_stage2_contrast/pretrain/pohang_hpo3_contrast_L6_D512_BP5_80/best_encoder.pt
[INFO] loaded encoder weights from: runs/hpo_stage2_contrast/pretrain/pohang_hpo3_contrast_L6_D512_BP5_80/best_encoder.pt
[INFO] encoder load missing keys   : 0
[INFO] encoder load unexpected keys: 0
[INFO] center_c shape: (512,)
[Epoch 001/150] train_loss=4.963153 | val_loss=4.014373 | val_acc=0.5709 | best_metric=0.5709 (epoch 1) | time=10.2s
[Epoch 002/150] train_loss=4.148953 | val_loss=3.468096 | val_acc=0.5813 | best_metric=0.5813 (epoch 2) | time=14.6s
[Epoch 003/150] train_loss=3.364331 | val_loss=2.945739 | val_acc=0.5882 | best_metric=0.5882 (epoch 3) | time=13.2s
[Epoch 004/150] train_loss=2.730623 | val_loss=2.416934 | val_acc=0.5848 | best_metric=0.5882 (epoch 3) | time=11.1s
[Epoch 005/150] train_loss=2.203023 | val_loss=2.006742 | val_acc=0.5917 | best_metric=0.5917 (epoch 5) | time=12.4s
[Epoch 006/150] train_loss=1.804639 | val_loss=1.676326 | val_acc=0.5917 | best_metric=0.5917 (epoch 5) | time=11.9s
[Epoch 007/150] train_loss=1.494715 | val_loss=1.391897 | val_acc=0.5952 | best_metric=0.5952 (epoch 7) | time=11.8s
[Epoch 008/150] train_loss=1.249618 | val_loss=1.212349 | val_acc=0.6159 | best_metric=0.6159 (epoch 8) | time=12.1s
[Epoch 009/150] train_loss=1.057795 | val_loss=1.063302 | val_acc=0.6055 | best_metric=0.6159 (epoch 8) | time=10.9s
[Epoch 010/150] train_loss=0.920898 | val_loss=0.946607 | val_acc=0.6332 | best_metric=0.6332 (epoch 10) | time=10.4s
[Epoch 011/150] train_loss=0.833334 | val_loss=0.877367 | val_acc=0.6401 | best_metric=0.6401 (epoch 11) | time=12.2s
[Epoch 012/150] train_loss=0.763424 | val_loss=0.817762 | val_acc=0.6436 | best_metric=0.6436 (epoch 12) | time=11.0s
[Epoch 013/150] train_loss=0.710047 | val_loss=0.761019 | val_acc=0.6678 | best_metric=0.6678 (epoch 13) | time=10.4s
[Epoch 014/150] train_loss=0.671252 | val_loss=0.723445 | val_acc=0.6782 | best_metric=0.6782 (epoch 14) | time=11.3s
[Epoch 015/150] train_loss=0.640367 | val_loss=0.693774 | val_acc=0.6817 | best_metric=0.6817 (epoch 15) | time=11.1s
[Epoch 016/150] train_loss=0.611149 | val_loss=0.660490 | val_acc=0.6955 | best_metric=0.6955 (epoch 16) | time=11.5s
[Epoch 017/150] train_loss=0.581112 | val_loss=0.631364 | val_acc=0.7059 | best_metric=0.7059 (epoch 17) | time=10.6s
[Epoch 018/150] train_loss=0.560806 | val_loss=0.594056 | val_acc=0.7785 | best_metric=0.7785 (epoch 18) | time=11.0s
[Epoch 019/150] train_loss=0.534827 | val_loss=0.566191 | val_acc=0.7751 | best_metric=0.7785 (epoch 18) | time=11.1s
[Epoch 020/150] train_loss=0.515049 | val_loss=0.547390 | val_acc=0.7716 | best_metric=0.7785 (epoch 18) | time=11.2s
[Epoch 021/150] train_loss=0.497578 | val_loss=0.530632 | val_acc=0.7924 | best_metric=0.7924 (epoch 21) | time=12.5s
[Epoch 022/150] train_loss=0.462341 | val_loss=0.501384 | val_acc=0.8062 | best_metric=0.8062 (epoch 22) | time=11.9s
[Epoch 023/150] train_loss=0.449833 | val_loss=0.477331 | val_acc=0.8028 | best_metric=0.8062 (epoch 22) | time=10.9s
[Epoch 024/150] train_loss=0.416549 | val_loss=0.446503 | val_acc=0.8201 | best_metric=0.8201 (epoch 24) | time=10.4s
[Epoch 025/150] train_loss=0.390567 | val_loss=0.431788 | val_acc=0.8339 | best_metric=0.8339 (epoch 25) | time=11.8s
[Epoch 026/150] train_loss=0.367187 | val_loss=0.407747 | val_acc=0.8339 | best_metric=0.8339 (epoch 25) | time=10.7s
[Epoch 027/150] train_loss=0.367151 | val_loss=0.388162 | val_acc=0.8685 | best_metric=0.8685 (epoch 27) | time=11.0s
[Epoch 028/150] train_loss=0.330146 | val_loss=0.370895 | val_acc=0.9031 | best_metric=0.9031 (epoch 28) | time=11.9s
[Epoch 029/150] train_loss=0.295226 | val_loss=0.356079 | val_acc=0.8720 | best_metric=0.9031 (epoch 28) | time=11.3s
[Epoch 030/150] train_loss=0.286375 | val_loss=0.327132 | val_acc=0.9239 | best_metric=0.9239 (epoch 30) | time=10.8s
[Epoch 031/150] train_loss=0.273182 | val_loss=0.304088 | val_acc=0.9100 | best_metric=0.9239 (epoch 30) | time=10.5s
[Epoch 032/150] train_loss=0.256645 | val_loss=0.345372 | val_acc=0.8962 | best_metric=0.9239 (epoch 30) | time=10.5s
[Epoch 033/150] train_loss=0.253395 | val_loss=0.324940 | val_acc=0.8858 | best_metric=0.9239 (epoch 30) | time=11.1s
[Epoch 034/150] train_loss=0.222109 | val_loss=0.283195 | val_acc=0.9170 | best_metric=0.9239 (epoch 30) | time=11.0s
[Epoch 035/150] train_loss=0.215620 | val_loss=0.307240 | val_acc=0.8927 | best_metric=0.9239 (epoch 30) | time=10.1s
[Epoch 036/150] train_loss=0.201994 | val_loss=0.297540 | val_acc=0.9135 | best_metric=0.9239 (epoch 30) | time=10.4s
[Epoch 037/150] train_loss=0.202190 | val_loss=0.263500 | val_acc=0.9170 | best_metric=0.9239 (epoch 30) | time=11.4s
[Epoch 038/150] train_loss=0.180382 | val_loss=0.291967 | val_acc=0.9204 | best_metric=0.9239 (epoch 30) | time=11.2s
[Epoch 039/150] train_loss=0.174730 | val_loss=0.273997 | val_acc=0.9135 | best_metric=0.9239 (epoch 30) | time=10.2s
[Epoch 040/150] train_loss=0.167666 | val_loss=0.238648 | val_acc=0.9273 | best_metric=0.9273 (epoch 40) | time=10.6s
[Epoch 041/150] train_loss=0.190924 | val_loss=0.265676 | val_acc=0.9135 | best_metric=0.9273 (epoch 40) | time=11.7s
[Epoch 042/150] train_loss=0.156826 | val_loss=0.263846 | val_acc=0.9135 | best_metric=0.9273 (epoch 40) | time=11.0s
[Epoch 043/150] train_loss=0.163908 | val_loss=0.241776 | val_acc=0.9273 | best_metric=0.9273 (epoch 40) | time=10.0s
[Epoch 044/150] train_loss=0.144939 | val_loss=0.231341 | val_acc=0.9239 | best_metric=0.9273 (epoch 40) | time=10.6s
[Epoch 045/150] train_loss=0.153216 | val_loss=0.287019 | val_acc=0.9170 | best_metric=0.9273 (epoch 40) | time=10.5s
[Epoch 046/150] train_loss=0.155941 | val_loss=0.250413 | val_acc=0.9204 | best_metric=0.9273 (epoch 40) | time=10.4s
[Epoch 047/150] train_loss=0.153544 | val_loss=0.255551 | val_acc=0.9239 | best_metric=0.9273 (epoch 40) | time=9.8s
[Epoch 048/150] train_loss=0.133039 | val_loss=0.258274 | val_acc=0.9204 | best_metric=0.9273 (epoch 40) | time=10.9s
[Epoch 049/150] train_loss=0.118279 | val_loss=0.231933 | val_acc=0.9273 | best_metric=0.9273 (epoch 40) | time=10.8s
[Epoch 050/150] train_loss=0.126438 | val_loss=0.257793 | val_acc=0.9239 | best_metric=0.9273 (epoch 40) | time=10.2s
[Epoch 051/150] train_loss=0.103612 | val_loss=0.260113 | val_acc=0.9239 | best_metric=0.9273 (epoch 40) | time=9.7s
[Epoch 052/150] train_loss=0.107035 | val_loss=0.234741 | val_acc=0.9239 | best_metric=0.9273 (epoch 40) | time=9.9s
[Epoch 053/150] train_loss=0.110022 | val_loss=0.245634 | val_acc=0.9170 | best_metric=0.9273 (epoch 40) | time=9.9s
[Epoch 054/150] train_loss=0.123991 | val_loss=0.311966 | val_acc=0.9066 | best_metric=0.9273 (epoch 40) | time=10.5s
[Epoch 055/150] train_loss=0.119825 | val_loss=0.251625 | val_acc=0.9204 | best_metric=0.9273 (epoch 40) | time=12.2s
[Epoch 056/150] train_loss=0.109047 | val_loss=0.226815 | val_acc=0.9239 | best_metric=0.9273 (epoch 40) | time=10.7s
[Epoch 057/150] train_loss=0.090918 | val_loss=0.233372 | val_acc=0.9204 | best_metric=0.9273 (epoch 40) | time=10.3s
