============================================================
[START] 2026-03-20 15:34:28 worker=0 gpu=0
CUDA_VISIBLE_DEVICES=0
base_cfg=config/base_reconst_top2.yaml
train_cfg=config/train_stage2_unfreeze_lr1e-04_aw0p01.yaml
exp_suffix=train_stage2_unfreeze_lr1e-04_aw0p01
============================================================
[SYNC] runs/hpo_stage1c_reconst/pretrain/pohang_hpo3_reconst_L6_D512_BP3_50 -> ./runs/hpo_stage2_reconst/pretrain/pohang_hpo3_reconst_L6_D512_BP3_50
/home/ted1204/MS_Detection/src/training/trainer_finetune.py:189: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  ckpt = torch.load(encoder_ckpt_path, map_location="cpu")
[INFO] device: cuda
[INFO] visible GPUs: 0
[INFO] device: cuda
[INFO] save_dir: runs/hpo_stage2_reconst/finetune/pohang_hpo3_reconst_L6_D512_BP3_50__train_stage2_unfreeze_lr1e-04_aw0p01
[INFO] model params: 6,815,457
[DEBUG] pretrained_encoder_path = runs/hpo_stage2_reconst/pretrain/pohang_hpo3_reconst_L6_D512_BP3_50/best_encoder.pt
[INFO] loaded encoder weights from: runs/hpo_stage2_reconst/pretrain/pohang_hpo3_reconst_L6_D512_BP3_50/best_encoder.pt
[INFO] encoder load missing keys   : 0
[INFO] encoder load unexpected keys: 0
[INFO] center_c shape: (512,)
[Epoch 001/150] train_loss=0.815386 | val_loss=1.147420 | val_acc=0.5709 | best_metric=0.5709 (epoch 1) | time=10.3s
[Epoch 002/150] train_loss=0.650865 | val_loss=0.631491 | val_acc=0.7405 | best_metric=0.7405 (epoch 2) | time=11.7s
[Epoch 003/150] train_loss=0.584925 | val_loss=0.563503 | val_acc=0.8720 | best_metric=0.8720 (epoch 3) | time=12.1s
[Epoch 004/150] train_loss=0.527061 | val_loss=0.662173 | val_acc=0.7197 | best_metric=0.8720 (epoch 3) | time=10.9s
[Epoch 005/150] train_loss=0.488201 | val_loss=0.419303 | val_acc=0.8754 | best_metric=0.8754 (epoch 5) | time=11.2s
[Epoch 006/150] train_loss=0.399040 | val_loss=0.411040 | val_acc=0.8616 | best_metric=0.8754 (epoch 5) | time=12.0s
[Epoch 007/150] train_loss=0.384082 | val_loss=0.359989 | val_acc=0.9170 | best_metric=0.9170 (epoch 7) | time=11.7s
[Epoch 008/150] train_loss=0.336647 | val_loss=0.319207 | val_acc=0.9204 | best_metric=0.9204 (epoch 8) | time=11.9s
[Epoch 009/150] train_loss=0.295693 | val_loss=0.320339 | val_acc=0.9170 | best_metric=0.9204 (epoch 8) | time=10.7s
[Epoch 010/150] train_loss=0.297800 | val_loss=0.278401 | val_acc=0.9239 | best_metric=0.9239 (epoch 10) | time=13.7s
[Epoch 011/150] train_loss=0.332255 | val_loss=0.292818 | val_acc=0.9377 | best_metric=0.9377 (epoch 11) | time=11.7s
[Epoch 012/150] train_loss=0.285018 | val_loss=0.307936 | val_acc=0.9170 | best_metric=0.9377 (epoch 11) | time=11.4s
[Epoch 013/150] train_loss=0.255704 | val_loss=0.269203 | val_acc=0.9273 | best_metric=0.9377 (epoch 11) | time=11.0s
[Epoch 014/150] train_loss=0.252246 | val_loss=0.207342 | val_acc=0.9412 | best_metric=0.9412 (epoch 14) | time=10.5s
[Epoch 015/150] train_loss=0.237360 | val_loss=0.212358 | val_acc=0.9446 | best_metric=0.9446 (epoch 15) | time=11.9s
