============================================================
[START] 2026-03-20 14:16:05 worker=3 gpu=3
CUDA_VISIBLE_DEVICES=3
base_cfg=config/base_contrast_top1.yaml
train_cfg=config/train_stage2_unfreeze_lr3e-04_aw0p01.yaml
exp_suffix=train_stage2_unfreeze_lr3e-04_aw0p01
============================================================
[SYNC] runs/hpo_stage1c_contrast/pretrain/pohang_hpo3_contrast_L6_D512_BP5_80 -> ./runs/hpo_stage2_contrast/pretrain/pohang_hpo3_contrast_L6_D512_BP5_80
/home/ted1204/MS_Detection/src/training/trainer_finetune.py:189: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  ckpt = torch.load(encoder_ckpt_path, map_location="cpu")
[INFO] device: cuda
[INFO] visible GPUs: 0
[INFO] device: cuda
[INFO] save_dir: runs/hpo_stage2_contrast/finetune/pohang_hpo3_contrast_L6_D512_BP5_80__train_stage2_unfreeze_lr3e-04_aw0p01
[INFO] model params: 6,815,457
[DEBUG] pretrained_encoder_path = runs/hpo_stage2_contrast/pretrain/pohang_hpo3_contrast_L6_D512_BP5_80/best_encoder.pt
[INFO] loaded encoder weights from: runs/hpo_stage2_contrast/pretrain/pohang_hpo3_contrast_L6_D512_BP5_80/best_encoder.pt
[INFO] encoder load missing keys   : 0
[INFO] encoder load unexpected keys: 0
[INFO] center_c shape: (512,)
[Epoch 001/150] train_loss=4.247961 | val_loss=3.222852 | val_acc=0.5813 | best_metric=0.5813 (epoch 1) | time=10.5s
[Epoch 002/150] train_loss=2.324050 | val_loss=1.890599 | val_acc=0.5986 | best_metric=0.5986 (epoch 2) | time=14.3s
[Epoch 003/150] train_loss=1.328493 | val_loss=1.151974 | val_acc=0.6125 | best_metric=0.6125 (epoch 3) | time=13.2s
[Epoch 004/150] train_loss=0.871875 | val_loss=0.860197 | val_acc=0.6055 | best_metric=0.6125 (epoch 3) | time=11.4s
[Epoch 005/150] train_loss=0.696302 | val_loss=0.712005 | val_acc=0.6747 | best_metric=0.6747 (epoch 5) | time=11.3s
[Epoch 006/150] train_loss=0.595064 | val_loss=0.638870 | val_acc=0.6920 | best_metric=0.6920 (epoch 6) | time=12.8s
[Epoch 007/150] train_loss=0.552480 | val_loss=0.551611 | val_acc=0.7716 | best_metric=0.7716 (epoch 7) | time=12.0s
[Epoch 008/150] train_loss=0.487378 | val_loss=0.488539 | val_acc=0.8097 | best_metric=0.8097 (epoch 8) | time=12.8s
[Epoch 009/150] train_loss=0.437067 | val_loss=0.442313 | val_acc=0.8235 | best_metric=0.8235 (epoch 9) | time=11.6s
[Epoch 010/150] train_loss=0.392173 | val_loss=0.375969 | val_acc=0.8408 | best_metric=0.8408 (epoch 10) | time=11.5s
[Epoch 011/150] train_loss=0.334519 | val_loss=0.328868 | val_acc=0.8754 | best_metric=0.8754 (epoch 11) | time=11.5s
[Epoch 012/150] train_loss=0.278548 | val_loss=0.293651 | val_acc=0.8962 | best_metric=0.8962 (epoch 12) | time=11.9s
[Epoch 013/150] train_loss=0.237345 | val_loss=0.331903 | val_acc=0.8754 | best_metric=0.8962 (epoch 12) | time=10.3s
[Epoch 014/150] train_loss=0.215792 | val_loss=0.330765 | val_acc=0.8581 | best_metric=0.8962 (epoch 12) | time=11.3s
[Epoch 015/150] train_loss=0.198881 | val_loss=0.290787 | val_acc=0.8927 | best_metric=0.8962 (epoch 12) | time=11.4s
[Epoch 016/150] train_loss=0.165809 | val_loss=0.223796 | val_acc=0.9239 | best_metric=0.9239 (epoch 16) | time=12.7s
[Epoch 017/150] train_loss=0.174312 | val_loss=0.220832 | val_acc=0.9239 | best_metric=0.9239 (epoch 16) | time=11.8s
[Epoch 018/150] train_loss=0.145984 | val_loss=0.368047 | val_acc=0.8512 | best_metric=0.9239 (epoch 16) | time=10.5s
[Epoch 019/150] train_loss=0.146903 | val_loss=0.328329 | val_acc=0.8927 | best_metric=0.9239 (epoch 16) | time=10.9s
[Epoch 020/150] train_loss=0.144329 | val_loss=0.183436 | val_acc=0.9273 | best_metric=0.9273 (epoch 20) | time=10.5s
[Epoch 021/150] train_loss=0.129749 | val_loss=0.355676 | val_acc=0.8858 | best_metric=0.9273 (epoch 20) | time=11.7s
[Epoch 022/150] train_loss=0.096880 | val_loss=0.224891 | val_acc=0.9204 | best_metric=0.9273 (epoch 20) | time=10.2s
[Epoch 023/150] train_loss=0.109745 | val_loss=0.203840 | val_acc=0.9308 | best_metric=0.9308 (epoch 23) | time=12.5s
[Epoch 024/150] train_loss=0.080008 | val_loss=0.235983 | val_acc=0.9239 | best_metric=0.9308 (epoch 23) | time=11.5s
[Epoch 025/150] train_loss=0.081695 | val_loss=0.325069 | val_acc=0.8997 | best_metric=0.9308 (epoch 23) | time=10.7s
[Epoch 026/150] train_loss=0.072755 | val_loss=0.168287 | val_acc=0.9377 | best_metric=0.9377 (epoch 26) | time=10.8s
[Epoch 027/150] train_loss=0.087006 | val_loss=0.218792 | val_acc=0.9273 | best_metric=0.9377 (epoch 26) | time=10.5s
[Epoch 028/150] train_loss=0.074899 | val_loss=0.198749 | val_acc=0.9273 | best_metric=0.9377 (epoch 26) | time=11.5s
[Epoch 029/150] train_loss=0.048169 | val_loss=0.229009 | val_acc=0.9204 | best_metric=0.9377 (epoch 26) | time=11.2s
[Epoch 030/150] train_loss=0.066326 | val_loss=0.233151 | val_acc=0.9170 | best_metric=0.9377 (epoch 26) | time=10.4s
[Epoch 031/150] train_loss=0.065473 | val_loss=0.156820 | val_acc=0.9446 | best_metric=0.9446 (epoch 31) | time=11.2s
[Epoch 032/150] train_loss=0.054779 | val_loss=0.369925 | val_acc=0.8824 | best_metric=0.9446 (epoch 31) | time=10.9s
[Epoch 033/150] train_loss=0.066896 | val_loss=0.305037 | val_acc=0.9031 | best_metric=0.9446 (epoch 31) | time=10.9s
[Epoch 034/150] train_loss=0.053098 | val_loss=0.263403 | val_acc=0.9135 | best_metric=0.9446 (epoch 31) | time=10.5s
[Epoch 035/150] train_loss=0.037481 | val_loss=0.236087 | val_acc=0.9204 | best_metric=0.9446 (epoch 31) | time=11.4s
[Epoch 036/150] train_loss=0.040016 | val_loss=0.326977 | val_acc=0.8927 | best_metric=0.9446 (epoch 31) | time=10.8s
[Epoch 037/150] train_loss=0.045587 | val_loss=0.176720 | val_acc=0.9343 | best_metric=0.9446 (epoch 31) | time=10.4s
[Epoch 038/150] train_loss=0.036430 | val_loss=0.230560 | val_acc=0.9204 | best_metric=0.9446 (epoch 31) | time=11.3s
