============================================================
[START] 2026-03-20 15:08:59 worker=2 gpu=2
CUDA_VISIBLE_DEVICES=2
base_cfg=config/base_reconst_top1.yaml
train_cfg=config/train_stage2_freeze_lr3e-04_aw0p10.yaml
exp_suffix=train_stage2_freeze_lr3e-04_aw0p10
============================================================
[SYNC] runs/hpo_stage1c_reconst/pretrain/pohang_hpo3_reconst_L5_D512_BP5_60 -> ./runs/hpo_stage2_reconst/pretrain/pohang_hpo3_reconst_L5_D512_BP5_60
/home/ted1204/MS_Detection/src/training/trainer_finetune.py:189: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  ckpt = torch.load(encoder_ckpt_path, map_location="cpu")
[INFO] device: cuda
[INFO] visible GPUs: 0
[INFO] device: cuda
[INFO] save_dir: runs/hpo_stage2_reconst/finetune/pohang_hpo3_reconst_L5_D512_BP5_60__train_stage2_freeze_lr3e-04_aw0p10
[INFO] model params: 513
[DEBUG] pretrained_encoder_path = runs/hpo_stage2_reconst/pretrain/pohang_hpo3_reconst_L5_D512_BP5_60/best_encoder.pt
[INFO] loaded encoder weights from: runs/hpo_stage2_reconst/pretrain/pohang_hpo3_reconst_L5_D512_BP5_60/best_encoder.pt
[INFO] encoder load missing keys   : 0
[INFO] encoder load unexpected keys: 0
[INFO] center_c shape: (512,)
[Epoch 001/150] train_loss=1.227070 | val_loss=1.083902 | val_acc=0.5917 | best_metric=0.5917 (epoch 1) | time=10.2s
[Epoch 002/150] train_loss=1.173640 | val_loss=1.056956 | val_acc=0.7163 | best_metric=0.7163 (epoch 2) | time=9.4s
[Epoch 003/150] train_loss=1.150455 | val_loss=1.036863 | val_acc=0.7266 | best_metric=0.7266 (epoch 3) | time=10.8s
[Epoch 004/150] train_loss=1.110983 | val_loss=1.027780 | val_acc=0.7370 | best_metric=0.7370 (epoch 4) | time=9.4s
[Epoch 005/150] train_loss=1.151911 | val_loss=0.987926 | val_acc=0.7405 | best_metric=0.7405 (epoch 5) | time=10.4s
[Epoch 006/150] train_loss=1.118037 | val_loss=1.000150 | val_acc=0.7647 | best_metric=0.7647 (epoch 6) | time=10.4s
[Epoch 007/150] train_loss=1.130076 | val_loss=0.990720 | val_acc=0.7855 | best_metric=0.7855 (epoch 7) | time=10.6s
[Epoch 008/150] train_loss=1.101747 | val_loss=0.971823 | val_acc=0.8131 | best_metric=0.8131 (epoch 8) | time=10.2s
[Epoch 009/150] train_loss=1.137845 | val_loss=0.977980 | val_acc=0.7924 | best_metric=0.8131 (epoch 8) | time=10.1s
[Epoch 010/150] train_loss=1.141598 | val_loss=1.004472 | val_acc=0.8028 | best_metric=0.8131 (epoch 8) | time=10.8s
[Epoch 011/150] train_loss=1.135355 | val_loss=0.965509 | val_acc=0.8062 | best_metric=0.8131 (epoch 8) | time=9.7s
[Epoch 012/150] train_loss=1.098484 | val_loss=0.969188 | val_acc=0.8062 | best_metric=0.8131 (epoch 8) | time=10.5s
[Epoch 013/150] train_loss=1.107310 | val_loss=0.968066 | val_acc=0.8028 | best_metric=0.8131 (epoch 8) | time=10.7s
[Epoch 014/150] train_loss=1.111841 | val_loss=0.954027 | val_acc=0.8097 | best_metric=0.8131 (epoch 8) | time=9.9s
[Epoch 015/150] train_loss=1.107264 | val_loss=0.974658 | val_acc=0.8062 | best_metric=0.8131 (epoch 8) | time=10.0s
[Epoch 016/150] train_loss=1.139167 | val_loss=0.961126 | val_acc=0.7924 | best_metric=0.8131 (epoch 8) | time=9.4s
[Epoch 017/150] train_loss=1.103113 | val_loss=0.951221 | val_acc=0.8062 | best_metric=0.8131 (epoch 8) | time=10.6s
[Epoch 018/150] train_loss=1.098300 | val_loss=0.947376 | val_acc=0.8062 | best_metric=0.8131 (epoch 8) | time=10.2s
[Epoch 019/150] train_loss=1.110081 | val_loss=0.943697 | val_acc=0.8062 | best_metric=0.8131 (epoch 8) | time=10.6s
[Epoch 020/150] train_loss=1.109783 | val_loss=0.957944 | val_acc=0.8062 | best_metric=0.8131 (epoch 8) | time=10.2s
[Epoch 021/150] train_loss=1.119436 | val_loss=0.957095 | val_acc=0.8062 | best_metric=0.8131 (epoch 8) | time=9.9s
[Epoch 022/150] train_loss=1.137837 | val_loss=0.929471 | val_acc=0.8131 | best_metric=0.8131 (epoch 8) | time=10.0s
[Epoch 023/150] train_loss=1.113776 | val_loss=0.940456 | val_acc=0.7993 | best_metric=0.8131 (epoch 8) | time=10.8s
[Epoch 024/150] train_loss=1.124336 | val_loss=0.938179 | val_acc=0.8097 | best_metric=0.8131 (epoch 8) | time=10.6s
[Epoch 025/150] train_loss=1.093321 | val_loss=0.938372 | val_acc=0.8097 | best_metric=0.8131 (epoch 8) | time=10.4s
[Epoch 026/150] train_loss=1.115100 | val_loss=0.934526 | val_acc=0.8131 | best_metric=0.8131 (epoch 8) | time=10.3s
[Epoch 027/150] train_loss=1.093214 | val_loss=0.934994 | val_acc=0.8166 | best_metric=0.8166 (epoch 27) | time=10.4s
[Epoch 028/150] train_loss=1.084414 | val_loss=0.932052 | val_acc=0.8201 | best_metric=0.8201 (epoch 28) | time=10.6s
[Epoch 029/150] train_loss=1.109396 | val_loss=0.937584 | val_acc=0.8270 | best_metric=0.8270 (epoch 29) | time=9.4s
[Epoch 030/150] train_loss=1.122156 | val_loss=0.934713 | val_acc=0.8062 | best_metric=0.8270 (epoch 29) | time=10.4s
[Epoch 031/150] train_loss=1.089868 | val_loss=0.936476 | val_acc=0.8097 | best_metric=0.8270 (epoch 29) | time=10.8s
[Epoch 032/150] train_loss=1.125138 | val_loss=0.924932 | val_acc=0.8235 | best_metric=0.8270 (epoch 29) | time=10.9s
[Epoch 033/150] train_loss=1.091175 | val_loss=0.926415 | val_acc=0.8270 | best_metric=0.8270 (epoch 29) | time=10.1s
[Epoch 034/150] train_loss=1.080218 | val_loss=0.926758 | val_acc=0.8304 | best_metric=0.8304 (epoch 34) | time=10.7s
