============================================================
[START] 2026-03-20 15:09:25 worker=5 gpu=5
CUDA_VISIBLE_DEVICES=5
base_cfg=config/base_reconst_top2.yaml
train_cfg=config/train_stage2_freeze_lr3e-04_aw0p01.yaml
exp_suffix=train_stage2_freeze_lr3e-04_aw0p01
============================================================
[SYNC] runs/hpo_stage1c_reconst/pretrain/pohang_hpo3_reconst_L6_D512_BP3_50 -> ./runs/hpo_stage2_reconst/pretrain/pohang_hpo3_reconst_L6_D512_BP3_50
/home/ted1204/MS_Detection/src/training/trainer_finetune.py:189: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  ckpt = torch.load(encoder_ckpt_path, map_location="cpu")
[INFO] device: cuda
[INFO] visible GPUs: 0
[INFO] device: cuda
[INFO] save_dir: runs/hpo_stage2_reconst/finetune/pohang_hpo3_reconst_L6_D512_BP3_50__train_stage2_freeze_lr3e-04_aw0p01
[INFO] model params: 513
[DEBUG] pretrained_encoder_path = runs/hpo_stage2_reconst/pretrain/pohang_hpo3_reconst_L6_D512_BP3_50/best_encoder.pt
[INFO] loaded encoder weights from: runs/hpo_stage2_reconst/pretrain/pohang_hpo3_reconst_L6_D512_BP3_50/best_encoder.pt
[INFO] encoder load missing keys   : 0
[INFO] encoder load unexpected keys: 0
[INFO] center_c shape: (512,)
[Epoch 001/150] train_loss=0.998926 | val_loss=0.955250 | val_acc=0.5709 | best_metric=0.5709 (epoch 1) | time=9.6s
[Epoch 002/150] train_loss=0.935866 | val_loss=0.896602 | val_acc=0.7163 | best_metric=0.7163 (epoch 2) | time=10.2s
[Epoch 003/150] train_loss=0.928752 | val_loss=0.848196 | val_acc=0.7370 | best_metric=0.7370 (epoch 3) | time=10.4s
[Epoch 004/150] train_loss=0.926074 | val_loss=0.844946 | val_acc=0.7958 | best_metric=0.7958 (epoch 4) | time=10.5s
[Epoch 005/150] train_loss=0.931639 | val_loss=0.847279 | val_acc=0.7958 | best_metric=0.7958 (epoch 4) | time=10.3s
[Epoch 006/150] train_loss=0.911933 | val_loss=0.824790 | val_acc=0.8131 | best_metric=0.8131 (epoch 6) | time=10.4s
[Epoch 007/150] train_loss=0.917213 | val_loss=0.821722 | val_acc=0.8062 | best_metric=0.8131 (epoch 6) | time=10.3s
[Epoch 008/150] train_loss=0.901465 | val_loss=0.844330 | val_acc=0.8062 | best_metric=0.8131 (epoch 6) | time=9.1s
[Epoch 009/150] train_loss=0.893530 | val_loss=0.818342 | val_acc=0.8028 | best_metric=0.8131 (epoch 6) | time=9.9s
[Epoch 010/150] train_loss=0.898062 | val_loss=0.817134 | val_acc=0.8097 | best_metric=0.8131 (epoch 6) | time=10.0s
[Epoch 011/150] train_loss=0.907317 | val_loss=0.817313 | val_acc=0.8062 | best_metric=0.8131 (epoch 6) | time=10.0s
[Epoch 012/150] train_loss=0.899177 | val_loss=0.815840 | val_acc=0.8062 | best_metric=0.8131 (epoch 6) | time=10.4s
[Epoch 013/150] train_loss=0.881916 | val_loss=0.801438 | val_acc=0.8062 | best_metric=0.8131 (epoch 6) | time=10.4s
[Epoch 014/150] train_loss=0.887474 | val_loss=0.797027 | val_acc=0.8062 | best_metric=0.8131 (epoch 6) | time=10.0s
[Epoch 015/150] train_loss=0.878876 | val_loss=0.807924 | val_acc=0.8062 | best_metric=0.8131 (epoch 6) | time=10.6s
