============================================================
[START] 2026-03-20 14:16:05 worker=5 gpu=5
CUDA_VISIBLE_DEVICES=5
base_cfg=config/base_contrast_top1.yaml
train_cfg=config/train_stage2_unfreeze_lr1e-04_aw0p10.yaml
exp_suffix=train_stage2_unfreeze_lr1e-04_aw0p10
============================================================
[SYNC] runs/hpo_stage1c_contrast/pretrain/pohang_hpo3_contrast_L6_D512_BP5_80 -> ./runs/hpo_stage2_contrast/pretrain/pohang_hpo3_contrast_L6_D512_BP5_80
/home/ted1204/MS_Detection/src/training/trainer_finetune.py:189: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  ckpt = torch.load(encoder_ckpt_path, map_location="cpu")
[INFO] device: cuda
[INFO] visible GPUs: 0
[INFO] device: cuda
[INFO] save_dir: runs/hpo_stage2_contrast/finetune/pohang_hpo3_contrast_L6_D512_BP5_80__train_stage2_unfreeze_lr1e-04_aw0p10
[INFO] model params: 6,815,457
[DEBUG] pretrained_encoder_path = runs/hpo_stage2_contrast/pretrain/pohang_hpo3_contrast_L6_D512_BP5_80/best_encoder.pt
[INFO] loaded encoder weights from: runs/hpo_stage2_contrast/pretrain/pohang_hpo3_contrast_L6_D512_BP5_80/best_encoder.pt
[INFO] encoder load missing keys   : 0
[INFO] encoder load unexpected keys: 0
[INFO] center_c shape: (512,)
[Epoch 001/150] train_loss=44.225832 | val_loss=33.884265 | val_acc=0.5917 | best_metric=0.5917 (epoch 1) | time=10.4s
[Epoch 002/150] train_loss=36.629277 | val_loss=28.652049 | val_acc=0.6055 | best_metric=0.6055 (epoch 2) | time=14.4s
[Epoch 003/150] train_loss=29.109717 | val_loss=23.912589 | val_acc=0.6263 | best_metric=0.6263 (epoch 3) | time=13.1s
[Epoch 004/150] train_loss=22.915574 | val_loss=18.465367 | val_acc=0.6367 | best_metric=0.6367 (epoch 4) | time=12.4s
[Epoch 005/150] train_loss=17.287141 | val_loss=14.231809 | val_acc=0.6159 | best_metric=0.6367 (epoch 4) | time=11.6s
[Epoch 006/150] train_loss=12.844584 | val_loss=10.384563 | val_acc=0.6021 | best_metric=0.6367 (epoch 4) | time=10.9s
[Epoch 007/150] train_loss=9.135423 | val_loss=7.183717 | val_acc=0.5813 | best_metric=0.6367 (epoch 4) | time=10.0s
[Epoch 008/150] train_loss=6.318106 | val_loss=5.119920 | val_acc=0.5744 | best_metric=0.6367 (epoch 4) | time=11.1s
[Epoch 009/150] train_loss=4.273192 | val_loss=3.435162 | val_acc=0.5709 | best_metric=0.6367 (epoch 4) | time=10.5s
[Epoch 010/150] train_loss=2.902602 | val_loss=2.424478 | val_acc=0.5709 | best_metric=0.6367 (epoch 4) | time=10.2s
[Epoch 011/150] train_loss=2.071848 | val_loss=1.815899 | val_acc=0.5709 | best_metric=0.6367 (epoch 4) | time=10.6s
[Epoch 012/150] train_loss=1.580809 | val_loss=1.446782 | val_acc=0.5709 | best_metric=0.6367 (epoch 4) | time=11.0s
[Epoch 013/150] train_loss=1.263884 | val_loss=1.209232 | val_acc=0.5709 | best_metric=0.6367 (epoch 4) | time=11.3s
[Epoch 014/150] train_loss=1.083064 | val_loss=1.074194 | val_acc=0.5709 | best_metric=0.6367 (epoch 4) | time=10.0s
[Epoch 015/150] train_loss=0.969332 | val_loss=0.993757 | val_acc=0.5709 | best_metric=0.6367 (epoch 4) | time=10.8s
