============================================================
[FINETUNE START] 2026-03-20 20:33:29 gpu=2
CUDA_VISIBLE_DEVICES=2
base_cfg=config/base_reconst_L7_D512_BP3_50.yaml
train_cfg=config/train_stage2_unfreeze_lr3e-04_aw0p10.yaml
exp_suffix=train_stage2_unfreeze_lr3e-04_aw0p10
============================================================
/home/ted1204/MS_Detection/src/training/trainer_finetune.py:189: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  ckpt = torch.load(encoder_ckpt_path, map_location="cpu")
[INFO] device: cuda
[INFO] visible GPUs: 0
[INFO] device: cuda
[INFO] save_dir: runs/hpo_stage2_reconst/finetune/pohang_hpo3_reconst_L7_D512_BP3_50__train_stage2_unfreeze_lr3e-04_aw0p10
[INFO] model params: 26,218,209
[DEBUG] pretrained_encoder_path = runs/hpo_stage2_reconst/pretrain/pohang_hpo3_reconst_L7_D512_BP3_50/best_encoder.pt
[INFO] loaded encoder weights from: runs/hpo_stage2_reconst/pretrain/pohang_hpo3_reconst_L7_D512_BP3_50/best_encoder.pt
[INFO] encoder load missing keys   : 0
[INFO] encoder load unexpected keys: 0
[INFO] center_c shape: (512,)
[Epoch 001/150] train_loss=4.737058 | val_loss=2.630251 | val_acc=0.5709 | best_metric=0.5709 (epoch 1) | time=10.1s
[Epoch 002/150] train_loss=0.864285 | val_loss=0.923976 | val_acc=0.5709 | best_metric=0.5709 (epoch 1) | time=14.3s
[Epoch 003/150] train_loss=0.708503 | val_loss=1.216230 | val_acc=0.5709 | best_metric=0.5709 (epoch 1) | time=13.4s
[Epoch 004/150] train_loss=0.658620 | val_loss=0.675664 | val_acc=0.7301 | best_metric=0.7301 (epoch 4) | time=14.8s
[Epoch 005/150] train_loss=0.585656 | val_loss=1.212749 | val_acc=0.6609 | best_metric=0.7301 (epoch 4) | time=13.1s
[Epoch 006/150] train_loss=0.655087 | val_loss=0.722733 | val_acc=0.7993 | best_metric=0.7993 (epoch 6) | time=16.4s
[Epoch 007/150] train_loss=0.686437 | val_loss=1.115505 | val_acc=0.9100 | best_metric=0.9100 (epoch 7) | time=21.3s
[Epoch 008/150] train_loss=0.590152 | val_loss=0.478352 | val_acc=0.8408 | best_metric=0.9100 (epoch 7) | time=14.0s
[Epoch 009/150] train_loss=0.497642 | val_loss=0.876507 | val_acc=0.8201 | best_metric=0.9100 (epoch 7) | time=12.9s
[Epoch 010/150] train_loss=0.341568 | val_loss=0.779071 | val_acc=0.8062 | best_metric=0.9100 (epoch 7) | time=10.6s
[Epoch 011/150] train_loss=0.273666 | val_loss=0.780996 | val_acc=0.8374 | best_metric=0.9100 (epoch 7) | time=13.6s
[Epoch 012/150] train_loss=0.502959 | val_loss=0.704897 | val_acc=0.8512 | best_metric=0.9100 (epoch 7) | time=11.2s
[Epoch 013/150] train_loss=0.326009 | val_loss=0.546964 | val_acc=0.9100 | best_metric=0.9100 (epoch 7) | time=12.5s
[Epoch 014/150] train_loss=0.462760 | val_loss=0.556201 | val_acc=0.8962 | best_metric=0.9100 (epoch 7) | time=14.0s
[Epoch 015/150] train_loss=0.448787 | val_loss=0.995183 | val_acc=0.8651 | best_metric=0.9100 (epoch 7) | time=10.6s
[Epoch 016/150] train_loss=0.405093 | val_loss=0.589421 | val_acc=0.9031 | best_metric=0.9100 (epoch 7) | time=11.0s
[Epoch 017/150] train_loss=0.340612 | val_loss=0.741609 | val_acc=0.8789 | best_metric=0.9100 (epoch 7) | time=14.6s
[Epoch 018/150] train_loss=0.495474 | val_loss=0.557831 | val_acc=0.9170 | best_metric=0.9170 (epoch 18) | time=18.0s
[Epoch 019/150] train_loss=0.363370 | val_loss=0.466725 | val_acc=0.9135 | best_metric=0.9170 (epoch 18) | time=15.4s
[Epoch 020/150] train_loss=0.399182 | val_loss=0.816654 | val_acc=0.8062 | best_metric=0.9170 (epoch 18) | time=12.7s
[Epoch 021/150] train_loss=0.387122 | val_loss=0.599336 | val_acc=0.8685 | best_metric=0.9170 (epoch 18) | time=11.4s
[Epoch 022/150] train_loss=0.225867 | val_loss=0.606824 | val_acc=0.8789 | best_metric=0.9170 (epoch 18) | time=10.2s
[Epoch 023/150] train_loss=0.197203 | val_loss=0.496306 | val_acc=0.9100 | best_metric=0.9170 (epoch 18) | time=15.7s
[Epoch 024/150] train_loss=0.226056 | val_loss=3.140512 | val_acc=0.4948 | best_metric=0.9170 (epoch 18) | time=16.2s
[Epoch 025/150] train_loss=0.250998 | val_loss=0.450493 | val_acc=0.9204 | best_metric=0.9204 (epoch 25) | time=17.8s
[Epoch 026/150] train_loss=0.242865 | val_loss=0.553358 | val_acc=0.8651 | best_metric=0.9204 (epoch 25) | time=10.9s
[Epoch 027/150] train_loss=0.269193 | val_loss=0.930813 | val_acc=0.8235 | best_metric=0.9204 (epoch 25) | time=11.3s
[Epoch 028/150] train_loss=0.226917 | val_loss=0.431353 | val_acc=0.9170 | best_metric=0.9204 (epoch 25) | time=11.9s
[Epoch 029/150] train_loss=0.282761 | val_loss=0.492621 | val_acc=0.9100 | best_metric=0.9204 (epoch 25) | time=11.9s
[Epoch 030/150] train_loss=0.222734 | val_loss=0.481681 | val_acc=0.8893 | best_metric=0.9204 (epoch 25) | time=13.5s
[Epoch 031/150] train_loss=0.203702 | val_loss=0.937988 | val_acc=0.8131 | best_metric=0.9204 (epoch 25) | time=16.7s
[Epoch 032/150] train_loss=0.214905 | val_loss=0.944411 | val_acc=0.8028 | best_metric=0.9204 (epoch 25) | time=17.4s
[Epoch 033/150] train_loss=0.244573 | val_loss=0.538233 | val_acc=0.8685 | best_metric=0.9204 (epoch 25) | time=13.9s
[Epoch 034/150] train_loss=0.354734 | val_loss=0.655552 | val_acc=0.8997 | best_metric=0.9204 (epoch 25) | time=11.7s
[Epoch 035/150] train_loss=0.186775 | val_loss=0.510193 | val_acc=0.9135 | best_metric=0.9204 (epoch 25) | time=11.0s
[Epoch 036/150] train_loss=0.151885 | val_loss=0.472875 | val_acc=0.9100 | best_metric=0.9204 (epoch 25) | time=15.2s
[Epoch 037/150] train_loss=0.229691 | val_loss=0.714197 | val_acc=0.8962 | best_metric=0.9204 (epoch 25) | time=15.4s
[Epoch 038/150] train_loss=0.203094 | val_loss=0.986828 | val_acc=0.8478 | best_metric=0.9204 (epoch 25) | time=11.6s
[Epoch 039/150] train_loss=0.200852 | val_loss=0.645910 | val_acc=0.8512 | best_metric=0.9204 (epoch 25) | time=12.1s
[Epoch 040/150] train_loss=0.396900 | val_loss=0.725796 | val_acc=0.9031 | best_metric=0.9204 (epoch 25) | time=12.2s
[Epoch 041/150] train_loss=0.165216 | val_loss=0.509146 | val_acc=0.9100 | best_metric=0.9204 (epoch 25) | time=11.3s
[Epoch 042/150] train_loss=0.117714 | val_loss=0.573687 | val_acc=0.9031 | best_metric=0.9204 (epoch 25) | time=12.5s
[Epoch 043/150] train_loss=0.120379 | val_loss=0.475086 | val_acc=0.9135 | best_metric=0.9204 (epoch 25) | time=15.7s
[Epoch 044/150] train_loss=0.243414 | val_loss=0.896572 | val_acc=0.8789 | best_metric=0.9204 (epoch 25) | time=17.4s
[Epoch 045/150] train_loss=0.161306 | val_loss=0.543458 | val_acc=0.8858 | best_metric=0.9204 (epoch 25) | time=16.4s
[Epoch 046/150] train_loss=0.111307 | val_loss=0.735272 | val_acc=0.8789 | best_metric=0.9204 (epoch 25) | time=11.6s
[Epoch 047/150] train_loss=0.192419 | val_loss=0.556750 | val_acc=0.9066 | best_metric=0.9204 (epoch 25) | time=10.6s
[Epoch 048/150] train_loss=0.210863 | val_loss=0.591354 | val_acc=0.9031 | best_metric=0.9204 (epoch 25) | time=13.6s
[Epoch 049/150] train_loss=0.316810 | val_loss=0.525919 | val_acc=0.9135 | best_metric=0.9204 (epoch 25) | time=14.5s
[Epoch 050/150] train_loss=0.137908 | val_loss=0.727623 | val_acc=0.8893 | best_metric=0.9204 (epoch 25) | time=15.7s
[Epoch 051/150] train_loss=0.159177 | val_loss=0.766969 | val_acc=0.8720 | best_metric=0.9204 (epoch 25) | time=19.0s
[Epoch 052/150] train_loss=0.108150 | val_loss=0.548537 | val_acc=0.9031 | best_metric=0.9204 (epoch 25) | time=17.8s
[Epoch 053/150] train_loss=0.125351 | val_loss=1.468650 | val_acc=0.7301 | best_metric=0.9204 (epoch 25) | time=12.1s
[Epoch 054/150] train_loss=0.199578 | val_loss=0.542080 | val_acc=0.9135 | best_metric=0.9204 (epoch 25) | time=11.1s
[Epoch 055/150] train_loss=0.124433 | val_loss=0.466029 | val_acc=0.8858 | best_metric=0.9204 (epoch 25) | time=12.0s
[Epoch 056/150] train_loss=0.215463 | val_loss=1.071975 | val_acc=0.8374 | best_metric=0.9204 (epoch 25) | time=11.7s
[Epoch 057/150] train_loss=0.190853 | val_loss=0.648904 | val_acc=0.9031 | best_metric=0.9204 (epoch 25) | time=11.1s
[Epoch 058/150] train_loss=0.124304 | val_loss=0.476860 | val_acc=0.9100 | best_metric=0.9204 (epoch 25) | time=12.6s
[Epoch 059/150] train_loss=0.163889 | val_loss=0.660259 | val_acc=0.8201 | best_metric=0.9204 (epoch 25) | time=18.4s
[Epoch 060/150] train_loss=0.094843 | val_loss=0.971898 | val_acc=0.7924 | best_metric=0.9204 (epoch 25) | time=18.5s
[Epoch 061/150] train_loss=0.182759 | val_loss=0.682974 | val_acc=0.8927 | best_metric=0.9204 (epoch 25) | time=13.3s
[Epoch 062/150] train_loss=0.255676 | val_loss=0.925147 | val_acc=0.8201 | best_metric=0.9204 (epoch 25) | time=13.1s
[Epoch 063/150] train_loss=0.140951 | val_loss=0.665650 | val_acc=0.9031 | best_metric=0.9204 (epoch 25) | time=13.7s
[Epoch 064/150] train_loss=0.193393 | val_loss=0.693095 | val_acc=0.8997 | best_metric=0.9204 (epoch 25) | time=16.4s
[Epoch 065/150] train_loss=0.190503 | val_loss=1.810846 | val_acc=0.6851 | best_metric=0.9204 (epoch 25) | time=18.2s
[Epoch 066/150] train_loss=0.176283 | val_loss=0.640289 | val_acc=0.8408 | best_metric=0.9204 (epoch 25) | time=16.5s
[Epoch 067/150] train_loss=0.182996 | val_loss=0.596174 | val_acc=0.8997 | best_metric=0.9204 (epoch 25) | time=12.9s
[Epoch 068/150] train_loss=0.150122 | val_loss=0.977701 | val_acc=0.7924 | best_metric=0.9204 (epoch 25) | time=13.0s
[Epoch 069/150] train_loss=0.100527 | val_loss=0.517208 | val_acc=0.9135 | best_metric=0.9204 (epoch 25) | time=13.2s
