============================================================
[FINETUNE START] 2026-03-20 20:33:29 gpu=3
CUDA_VISIBLE_DEVICES=3
base_cfg=config/base_reconst_L7_D512_BP5_60.yaml
train_cfg=config/train_stage2_unfreeze_lr1e-04_aw0p10.yaml
exp_suffix=train_stage2_unfreeze_lr1e-04_aw0p10
============================================================
/home/ted1204/MS_Detection/src/training/trainer_finetune.py:189: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  ckpt = torch.load(encoder_ckpt_path, map_location="cpu")
[INFO] device: cuda
[INFO] visible GPUs: 0
[INFO] device: cuda
[INFO] save_dir: runs/hpo_stage2_reconst/finetune/pohang_hpo3_reconst_L7_D512_BP5_60__train_stage2_unfreeze_lr1e-04_aw0p10
[INFO] model params: 26,218,209
[DEBUG] pretrained_encoder_path = runs/hpo_stage2_reconst/pretrain/pohang_hpo3_reconst_L7_D512_BP5_60/best_encoder.pt
[INFO] loaded encoder weights from: runs/hpo_stage2_reconst/pretrain/pohang_hpo3_reconst_L7_D512_BP5_60/best_encoder.pt
[INFO] encoder load missing keys   : 0
[INFO] encoder load unexpected keys: 0
[INFO] center_c shape: (512,)
[Epoch 001/150] train_loss=6.136297 | val_loss=5.530740 | val_acc=0.5675 | best_metric=0.5675 (epoch 1) | time=11.3s
[Epoch 002/150] train_loss=2.350626 | val_loss=2.081313 | val_acc=0.5709 | best_metric=0.5709 (epoch 2) | time=22.8s
[Epoch 003/150] train_loss=1.244552 | val_loss=1.170757 | val_acc=0.5709 | best_metric=0.5709 (epoch 2) | time=12.6s
[Epoch 004/150] train_loss=0.871413 | val_loss=1.029999 | val_acc=0.5709 | best_metric=0.5709 (epoch 2) | time=14.9s
[Epoch 005/150] train_loss=0.745505 | val_loss=1.045807 | val_acc=0.5709 | best_metric=0.5709 (epoch 2) | time=13.0s
[Epoch 006/150] train_loss=0.702731 | val_loss=1.093657 | val_acc=0.5709 | best_metric=0.5709 (epoch 2) | time=13.1s
[Epoch 007/150] train_loss=0.669839 | val_loss=0.671306 | val_acc=0.7370 | best_metric=0.7370 (epoch 7) | time=18.0s
[Epoch 008/150] train_loss=0.642980 | val_loss=0.707397 | val_acc=0.7232 | best_metric=0.7370 (epoch 7) | time=12.7s
[Epoch 009/150] train_loss=0.619825 | val_loss=0.633826 | val_acc=0.8062 | best_metric=0.8062 (epoch 9) | time=15.2s
[Epoch 010/150] train_loss=0.583915 | val_loss=0.574107 | val_acc=0.7578 | best_metric=0.8062 (epoch 9) | time=12.8s
[Epoch 011/150] train_loss=0.570982 | val_loss=0.526911 | val_acc=0.8443 | best_metric=0.8443 (epoch 11) | time=14.6s
[Epoch 012/150] train_loss=0.545361 | val_loss=0.551911 | val_acc=0.7612 | best_metric=0.8443 (epoch 11) | time=16.0s
[Epoch 013/150] train_loss=0.525345 | val_loss=0.496065 | val_acc=0.8270 | best_metric=0.8443 (epoch 11) | time=16.3s
[Epoch 014/150] train_loss=0.489588 | val_loss=0.494458 | val_acc=0.8270 | best_metric=0.8443 (epoch 11) | time=14.5s
[Epoch 015/150] train_loss=0.531467 | val_loss=0.514162 | val_acc=0.7889 | best_metric=0.8443 (epoch 11) | time=14.7s
[Epoch 016/150] train_loss=0.488879 | val_loss=0.526033 | val_acc=0.8754 | best_metric=0.8754 (epoch 16) | time=20.3s
[Epoch 017/150] train_loss=0.486098 | val_loss=0.640207 | val_acc=0.7682 | best_metric=0.8754 (epoch 16) | time=17.8s
[Epoch 018/150] train_loss=0.463843 | val_loss=0.615663 | val_acc=0.8581 | best_metric=0.8754 (epoch 16) | time=16.7s
[Epoch 019/150] train_loss=0.429185 | val_loss=0.575295 | val_acc=0.8478 | best_metric=0.8754 (epoch 16) | time=16.3s
[Epoch 020/150] train_loss=0.392537 | val_loss=0.551723 | val_acc=0.8789 | best_metric=0.8789 (epoch 20) | time=18.7s
[Epoch 021/150] train_loss=0.446566 | val_loss=0.568496 | val_acc=0.8651 | best_metric=0.8789 (epoch 20) | time=16.6s
[Epoch 022/150] train_loss=0.352291 | val_loss=0.459875 | val_acc=0.8893 | best_metric=0.8893 (epoch 22) | time=19.4s
[Epoch 023/150] train_loss=0.336948 | val_loss=0.651793 | val_acc=0.8028 | best_metric=0.8893 (epoch 22) | time=14.1s
[Epoch 024/150] train_loss=0.376774 | val_loss=0.523113 | val_acc=0.8512 | best_metric=0.8893 (epoch 22) | time=14.3s
[Epoch 025/150] train_loss=0.293652 | val_loss=0.870019 | val_acc=0.7612 | best_metric=0.8893 (epoch 22) | time=11.5s
[Epoch 026/150] train_loss=0.308871 | val_loss=0.506781 | val_acc=0.8858 | best_metric=0.8893 (epoch 22) | time=15.4s
[Epoch 027/150] train_loss=0.323589 | val_loss=1.134819 | val_acc=0.6990 | best_metric=0.8893 (epoch 22) | time=17.8s
[Epoch 028/150] train_loss=0.430060 | val_loss=0.510036 | val_acc=0.8962 | best_metric=0.8962 (epoch 28) | time=21.3s
[Epoch 029/150] train_loss=0.432039 | val_loss=0.530327 | val_acc=0.8858 | best_metric=0.8962 (epoch 28) | time=15.5s
[Epoch 030/150] train_loss=0.275292 | val_loss=0.628645 | val_acc=0.8374 | best_metric=0.8962 (epoch 28) | time=15.6s
[Epoch 031/150] train_loss=0.302124 | val_loss=0.594227 | val_acc=0.8547 | best_metric=0.8962 (epoch 28) | time=15.0s
[Epoch 032/150] train_loss=0.341409 | val_loss=0.918980 | val_acc=0.7716 | best_metric=0.8962 (epoch 28) | time=13.6s
[Epoch 033/150] train_loss=0.294769 | val_loss=0.829715 | val_acc=0.7439 | best_metric=0.8962 (epoch 28) | time=12.2s
[Epoch 034/150] train_loss=0.270912 | val_loss=0.516861 | val_acc=0.8824 | best_metric=0.8962 (epoch 28) | time=12.1s
[Epoch 035/150] train_loss=0.228757 | val_loss=0.689929 | val_acc=0.8235 | best_metric=0.8962 (epoch 28) | time=12.5s
[Epoch 036/150] train_loss=0.222272 | val_loss=0.734945 | val_acc=0.7924 | best_metric=0.8962 (epoch 28) | time=12.1s
[Epoch 037/150] train_loss=0.249418 | val_loss=0.685210 | val_acc=0.8339 | best_metric=0.8962 (epoch 28) | time=13.5s
[Epoch 038/150] train_loss=0.240599 | val_loss=0.853166 | val_acc=0.7855 | best_metric=0.8962 (epoch 28) | time=16.4s
[Epoch 039/150] train_loss=0.335301 | val_loss=0.578180 | val_acc=0.8858 | best_metric=0.8962 (epoch 28) | time=17.4s
[Epoch 040/150] train_loss=0.204071 | val_loss=0.828361 | val_acc=0.7785 | best_metric=0.8962 (epoch 28) | time=18.5s
[Epoch 041/150] train_loss=0.193978 | val_loss=0.927547 | val_acc=0.7405 | best_metric=0.8962 (epoch 28) | time=15.2s
[Epoch 042/150] train_loss=0.161263 | val_loss=0.716729 | val_acc=0.8478 | best_metric=0.8962 (epoch 28) | time=12.3s
[Epoch 043/150] train_loss=0.188582 | val_loss=0.688013 | val_acc=0.8062 | best_metric=0.8962 (epoch 28) | time=11.4s
[Epoch 044/150] train_loss=0.249106 | val_loss=0.523649 | val_acc=0.8720 | best_metric=0.8962 (epoch 28) | time=11.4s
[Epoch 045/150] train_loss=0.238782 | val_loss=0.673348 | val_acc=0.8651 | best_metric=0.8962 (epoch 28) | time=14.7s
[Epoch 046/150] train_loss=0.187633 | val_loss=0.684734 | val_acc=0.8235 | best_metric=0.8962 (epoch 28) | time=19.2s
[Epoch 047/150] train_loss=0.159782 | val_loss=0.563894 | val_acc=0.8789 | best_metric=0.8962 (epoch 28) | time=17.3s
[Epoch 048/150] train_loss=0.135181 | val_loss=0.596129 | val_acc=0.8720 | best_metric=0.8962 (epoch 28) | time=15.0s
[Epoch 049/150] train_loss=0.171993 | val_loss=0.939101 | val_acc=0.7751 | best_metric=0.8962 (epoch 28) | time=14.1s
[Epoch 050/150] train_loss=0.115388 | val_loss=0.749193 | val_acc=0.8028 | best_metric=0.8962 (epoch 28) | time=11.0s
[Epoch 051/150] train_loss=0.115529 | val_loss=0.803066 | val_acc=0.7958 | best_metric=0.8962 (epoch 28) | time=10.2s
[Epoch 052/150] train_loss=0.113665 | val_loss=0.609551 | val_acc=0.8581 | best_metric=0.8962 (epoch 28) | time=11.1s
[Epoch 053/150] train_loss=0.201756 | val_loss=1.194314 | val_acc=0.7232 | best_metric=0.8962 (epoch 28) | time=11.1s
[Epoch 054/150] train_loss=0.162474 | val_loss=0.669304 | val_acc=0.8478 | best_metric=0.8962 (epoch 28) | time=18.0s
[Epoch 055/150] train_loss=0.105585 | val_loss=0.990019 | val_acc=0.7751 | best_metric=0.8962 (epoch 28) | time=19.6s
[Epoch 056/150] train_loss=0.151977 | val_loss=0.803589 | val_acc=0.8443 | best_metric=0.8962 (epoch 28) | time=18.0s
[Epoch 057/150] train_loss=0.169114 | val_loss=0.662523 | val_acc=0.8512 | best_metric=0.8962 (epoch 28) | time=16.3s
[Epoch 058/150] train_loss=0.104592 | val_loss=0.818441 | val_acc=0.8201 | best_metric=0.8962 (epoch 28) | time=17.2s
[Epoch 059/150] train_loss=0.140236 | val_loss=0.826805 | val_acc=0.7958 | best_metric=0.8962 (epoch 28) | time=13.4s
[Epoch 060/150] train_loss=0.139748 | val_loss=0.629695 | val_acc=0.8547 | best_metric=0.8962 (epoch 28) | time=13.3s
[Epoch 061/150] train_loss=0.123741 | val_loss=0.669024 | val_acc=0.8512 | best_metric=0.8962 (epoch 28) | time=13.6s
[Epoch 062/150] train_loss=0.189047 | val_loss=1.260669 | val_acc=0.7474 | best_metric=0.8962 (epoch 28) | time=16.1s
[Epoch 063/150] train_loss=0.116440 | val_loss=0.727697 | val_acc=0.8408 | best_metric=0.8962 (epoch 28) | time=17.1s
[Epoch 064/150] train_loss=0.125855 | val_loss=1.152525 | val_acc=0.7682 | best_metric=0.8962 (epoch 28) | time=18.3s
[Epoch 065/150] train_loss=0.114866 | val_loss=0.631901 | val_acc=0.8720 | best_metric=0.8962 (epoch 28) | time=19.8s
[Epoch 066/150] train_loss=0.117948 | val_loss=1.125338 | val_acc=0.7474 | best_metric=0.8962 (epoch 28) | time=20.4s
