============================================================
[FINETUNE START] 2026-03-20 20:33:29 gpu=1
CUDA_VISIBLE_DEVICES=1
base_cfg=config/base_reconst_L7_D512_BP3_50.yaml
train_cfg=config/train_stage2_unfreeze_lr1e-04_aw0p10.yaml
exp_suffix=train_stage2_unfreeze_lr1e-04_aw0p10
============================================================
/home/ted1204/MS_Detection/src/training/trainer_finetune.py:189: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  ckpt = torch.load(encoder_ckpt_path, map_location="cpu")
[INFO] device: cuda
[INFO] visible GPUs: 0
[INFO] device: cuda
[INFO] save_dir: runs/hpo_stage2_reconst/finetune/pohang_hpo3_reconst_L7_D512_BP3_50__train_stage2_unfreeze_lr1e-04_aw0p10
[INFO] model params: 26,218,209
[DEBUG] pretrained_encoder_path = runs/hpo_stage2_reconst/pretrain/pohang_hpo3_reconst_L7_D512_BP3_50/best_encoder.pt
[INFO] loaded encoder weights from: runs/hpo_stage2_reconst/pretrain/pohang_hpo3_reconst_L7_D512_BP3_50/best_encoder.pt
[INFO] encoder load missing keys   : 0
[INFO] encoder load unexpected keys: 0
[INFO] center_c shape: (512,)
[Epoch 001/150] train_loss=6.281350 | val_loss=4.952762 | val_acc=0.5709 | best_metric=0.5709 (epoch 1) | time=9.8s
[Epoch 002/150] train_loss=1.970705 | val_loss=1.680313 | val_acc=0.5709 | best_metric=0.5709 (epoch 1) | time=17.6s
[Epoch 003/150] train_loss=1.091726 | val_loss=1.078054 | val_acc=0.5709 | best_metric=0.5709 (epoch 1) | time=12.4s
[Epoch 004/150] train_loss=0.837356 | val_loss=0.904820 | val_acc=0.5709 | best_metric=0.5709 (epoch 1) | time=13.6s
[Epoch 005/150] train_loss=0.761781 | val_loss=0.915077 | val_acc=0.5709 | best_metric=0.5709 (epoch 1) | time=13.3s
[Epoch 006/150] train_loss=0.721441 | val_loss=0.869560 | val_acc=0.5709 | best_metric=0.5709 (epoch 1) | time=14.3s
[Epoch 007/150] train_loss=0.688324 | val_loss=0.710258 | val_acc=0.7093 | best_metric=0.7093 (epoch 7) | time=21.8s
[Epoch 008/150] train_loss=0.681488 | val_loss=0.759724 | val_acc=0.5709 | best_metric=0.7093 (epoch 7) | time=14.4s
[Epoch 009/150] train_loss=0.651345 | val_loss=0.724677 | val_acc=0.6955 | best_metric=0.7093 (epoch 7) | time=14.0s
[Epoch 010/150] train_loss=0.612413 | val_loss=0.645034 | val_acc=0.7439 | best_metric=0.7439 (epoch 10) | time=13.7s
[Epoch 011/150] train_loss=0.584573 | val_loss=0.826106 | val_acc=0.7370 | best_metric=0.7439 (epoch 10) | time=11.9s
[Epoch 012/150] train_loss=0.588506 | val_loss=0.568772 | val_acc=0.7647 | best_metric=0.7647 (epoch 12) | time=17.0s
[Epoch 013/150] train_loss=0.515844 | val_loss=0.624498 | val_acc=0.8927 | best_metric=0.8927 (epoch 13) | time=13.4s
[Epoch 014/150] train_loss=0.479740 | val_loss=0.479790 | val_acc=0.8824 | best_metric=0.8927 (epoch 13) | time=12.1s
[Epoch 015/150] train_loss=0.542995 | val_loss=0.501956 | val_acc=0.8927 | best_metric=0.8927 (epoch 13) | time=11.6s
[Epoch 016/150] train_loss=0.460281 | val_loss=0.569934 | val_acc=0.8374 | best_metric=0.8927 (epoch 13) | time=15.8s
[Epoch 017/150] train_loss=0.400686 | val_loss=0.454402 | val_acc=0.8581 | best_metric=0.8927 (epoch 13) | time=15.6s
[Epoch 018/150] train_loss=0.449196 | val_loss=0.424972 | val_acc=0.8997 | best_metric=0.8997 (epoch 18) | time=13.5s
[Epoch 019/150] train_loss=0.384187 | val_loss=0.447398 | val_acc=0.9308 | best_metric=0.9308 (epoch 19) | time=13.5s
[Epoch 020/150] train_loss=0.357400 | val_loss=0.382555 | val_acc=0.9100 | best_metric=0.9308 (epoch 19) | time=10.7s
[Epoch 021/150] train_loss=0.533696 | val_loss=0.793479 | val_acc=0.7855 | best_metric=0.9308 (epoch 19) | time=15.4s
[Epoch 022/150] train_loss=0.377905 | val_loss=0.366398 | val_acc=0.9308 | best_metric=0.9308 (epoch 19) | time=16.9s
[Epoch 023/150] train_loss=0.393291 | val_loss=0.517589 | val_acc=0.8685 | best_metric=0.9308 (epoch 19) | time=14.5s
[Epoch 024/150] train_loss=0.377848 | val_loss=0.631600 | val_acc=0.8443 | best_metric=0.9308 (epoch 19) | time=11.6s
[Epoch 025/150] train_loss=0.280160 | val_loss=1.014362 | val_acc=0.7751 | best_metric=0.9308 (epoch 19) | time=12.3s
[Epoch 026/150] train_loss=0.296151 | val_loss=0.403333 | val_acc=0.9100 | best_metric=0.9308 (epoch 19) | time=13.7s
[Epoch 027/150] train_loss=0.378540 | val_loss=0.496685 | val_acc=0.8997 | best_metric=0.9308 (epoch 19) | time=14.2s
[Epoch 028/150] train_loss=0.395642 | val_loss=0.362157 | val_acc=0.9100 | best_metric=0.9308 (epoch 19) | time=12.5s
[Epoch 029/150] train_loss=0.374499 | val_loss=0.381731 | val_acc=0.9066 | best_metric=0.9308 (epoch 19) | time=13.8s
[Epoch 030/150] train_loss=0.248193 | val_loss=0.423607 | val_acc=0.9135 | best_metric=0.9308 (epoch 19) | time=16.0s
[Epoch 031/150] train_loss=0.289060 | val_loss=0.532533 | val_acc=0.9066 | best_metric=0.9308 (epoch 19) | time=20.1s
[Epoch 032/150] train_loss=0.384117 | val_loss=0.866866 | val_acc=0.8131 | best_metric=0.9308 (epoch 19) | time=17.2s
[Epoch 033/150] train_loss=0.281574 | val_loss=0.385241 | val_acc=0.9204 | best_metric=0.9308 (epoch 19) | time=13.6s
[Epoch 034/150] train_loss=0.234506 | val_loss=0.475848 | val_acc=0.8962 | best_metric=0.9308 (epoch 19) | time=11.3s
[Epoch 035/150] train_loss=0.198099 | val_loss=0.513719 | val_acc=0.8858 | best_metric=0.9308 (epoch 19) | time=11.2s
[Epoch 036/150] train_loss=0.226539 | val_loss=0.375834 | val_acc=0.9204 | best_metric=0.9308 (epoch 19) | time=14.8s
[Epoch 037/150] train_loss=0.226044 | val_loss=0.367764 | val_acc=0.9135 | best_metric=0.9308 (epoch 19) | time=13.8s
[Epoch 038/150] train_loss=0.255064 | val_loss=0.714763 | val_acc=0.8478 | best_metric=0.9308 (epoch 19) | time=13.5s
[Epoch 039/150] train_loss=0.379399 | val_loss=0.456780 | val_acc=0.9031 | best_metric=0.9308 (epoch 19) | time=12.8s
[Epoch 040/150] train_loss=0.216526 | val_loss=0.497505 | val_acc=0.8754 | best_metric=0.9308 (epoch 19) | time=12.8s
[Epoch 041/150] train_loss=0.203028 | val_loss=0.377406 | val_acc=0.9343 | best_metric=0.9343 (epoch 41) | time=17.4s
[Epoch 042/150] train_loss=0.174912 | val_loss=0.354224 | val_acc=0.9377 | best_metric=0.9377 (epoch 42) | time=21.0s
[Epoch 043/150] train_loss=0.173077 | val_loss=0.453677 | val_acc=0.8858 | best_metric=0.9377 (epoch 42) | time=18.8s
[Epoch 044/150] train_loss=0.248556 | val_loss=0.357644 | val_acc=0.9135 | best_metric=0.9377 (epoch 42) | time=16.2s
